Name,Start,End,Size
FUN_SHOP_text__0046d680,0x0046D680,0x0046D750,208
FUN_SHOP_text__0046d750,0x0046D750,0x0046D83C,236
FUN_SHOP_text__0046d840,0x0046D840,0x0046D884,68
FUN_SHOP_text__0046d890,0x0046D890,0x0046DD78,1256
FUN_SHOP_text__0046dd80,0x0046DD80,0x0046DDE4,100
FUN_SHOP_text__0046ddf0,0x0046DDF0,0x0046DE30,64
FUN_SHOP_text__0046de30,0x0046DE30,0x0046DEA4,116
FUN_SHOP_text__0046deb0,0x0046DEB0,0x0046DF3C,140
FUN_SHOP_text__0046df40,0x0046DF40,0x0046DFB0,112
FUN_SHOP_text__0046dfb0,0x0046DFB0,0x0046E020,112
FUN_SHOP_text__0046e020,0x0046E020,0x0046E088,104
FUN_SHOP_text__0046e090,0x0046E090,0x0046E198,264
FUN_SHOP_text__0046e1a0,0x0046E1A0,0x0046E1D4,52
FUN_SHOP_text__0046e1e0,0x0046E1E0,0x0046E264,132
FUN_SHOP_text__0046e270,0x0046E270,0x0046E2B4,68
FUN_SHOP_text__0046e2c0,0x0046E2C0,0x0046E300,64
FUN_SHOP_text__0046e300,0x0046E300,0x0046E340,64
FUN_SHOP_text__0046e340,0x0046E340,0x0046E364,36
FUN_SHOP_text__0046e370,0x0046E370,0x0046E3B8,72
FUN_SHOP_text__0046e3c0,0x0046E3C0,0x0046E448,136
FUN_SHOP_text__0046e450,0x0046E450,0x0046E470,32
FUN_SHOP_text__0046e470,0x0046E470,0x0046E4AC,60
FUN_SHOP_text__0046e4b0,0x0046E4B0,0x0046E500,80
FUN_SHOP_text__0046e500,0x0046E500,0x0046E53C,60
FUN_SHOP_text__0046e540,0x0046E540,0x0046E5B0,112
FUN_SHOP_text__0046e5b0,0x0046E5B0,0x0046E660,176
FUN_SHOP_text__0046e660,0x0046E660,0x0046E6D8,120
FUN_SHOP_text__0046e6e0,0x0046E6E0,0x0046E770,144
FUN_SHOP_text__0046e770,0x0046E770,0x0046E834,196
FUN_SHOP_text__0046e840,0x0046E840,0x0046E848,8
FUN_SHOP_text__0046e850,0x0046E850,0x0046E928,216
FUN_SHOP_text__0046e930,0x0046E930,0x0046E968,56
FUN_SHOP_text__0046e970,0x0046E970,0x0046E9A8,56
FUN_SHOP_text__0046e9b0,0x0046E9B0,0x0046EB4C,412
FUN_SHOP_text__0046eb50,0x0046EB50,0x0046EB58,8
FUN_SHOP_text__0046eb60,0x0046EB60,0x0046EC3C,220
FUN_SHOP_text__0046ec40,0x0046EC40,0x0046ED94,340
FUN_SHOP_text__0046eda0,0x0046EDA0,0x0046EE30,144
FUN_SHOP_text__0046ee30,0x0046EE30,0x0046EFB4,388
FUN_SHOP_text__0046efc0,0x0046EFC0,0x0046F0E4,292
FUN_SHOP_text__0046f0f0,0x0046F0F0,0x0046F27C,396
FUN_SHOP_text__0046f280,0x0046F280,0x0046F3D4,340
FUN_SHOP_text__0046f3e0,0x0046F3E0,0x0046F424,68
FUN_SHOP_text__0046f430,0x0046F430,0x0046F470,64
FUN_SHOP_text__0046f470,0x0046F470,0x0046F4E0,112
FUN_SHOP_text__0046f4e0,0x0046F4E0,0x0046F5A8,200
FUN_SHOP_text__0046f5b0,0x0046F5B0,0x0046F5F8,72
FUN_SHOP_text__0046f600,0x0046F600,0x0046F718,280
FUN_SHOP_text__0046f720,0x0046F720,0x0046F740,32
FUN_SHOP_text__0046f740,0x0046F740,0x0046F770,48
FUN_SHOP_text__0046f770,0x0046F770,0x0046F7CC,92
FUN_SHOP_text__0046f7d0,0x0046F7D0,0x0046F81C,76
FUN_SHOP_text__0046f820,0x0046F820,0x0046F8C0,160
FUN_SHOP_text__0046f8c0,0x0046F8C0,0x0046F918,88
FUN_SHOP_text__0046f920,0x0046F920,0x0046F988,104
FUN_SHOP_text__0046f990,0x0046F990,0x0046F9FC,108
FUN_SHOP_text__0046fa00,0x0046FA00,0x0046FAA4,164
FUN_SHOP_text__0046fab0,0x0046FAB0,0x0046FAF0,64
FUN_SHOP_text__0046faf0,0x0046FAF0,0x0046FC1C,300
FUN_SHOP_text__0046fc20,0x0046FC20,0x0046FCAC,140
FUN_SHOP_text__0046fcb0,0x0046FCB0,0x0046FCE8,56
FUN_SHOP_text__0046fcf0,0x0046FCF0,0x0046FD28,56
FUN_SHOP_text__0046fd30,0x0046FD30,0x0046FD70,64
FUN_SHOP_text__0046fd70,0x0046FD70,0x0046FDD8,104
FUN_SHOP_text__0046fde0,0x0046FDE0,0x0046FE1C,60
FUN_SHOP_text__0046fe20,0x0046FE20,0x0046FE64,68
FUN_SHOP_text__0046fe70,0x0046FE70,0x0046FEE8,120
FUN_SHOP_text__0046fef0,0x0046FEF0,0x0046FF58,104
thunk_FUN_SHOP_text__00470be0,0x0046FF60,0x0046FF68,8
FUN_SHOP_text__0046ff70,0x0046FF70,0x004700A0,304
FUN_SHOP_text__004700a0,0x004700A0,0x004700CC,44
FUN_SHOP_text__004700d0,0x004700D0,0x0047014C,124
FUN_SHOP_text__00470150,0x00470150,0x00470244,244
FUN_SHOP_text__00470250,0x00470250,0x004703B4,356
FUN_SHOP_text__004703c0,0x004703C0,0x00470454,148
FUN_SHOP_text__00470460,0x00470460,0x004704B0,80
FUN_SHOP_text__004704b0,0x004704B0,0x004704EC,60
