Name,Start,End,Size
FUN_MENU_text__00474fe0,0x00474FE0,0x004760C0,4320
FUN_MENU_text__004760c0,0x004760C0,0x004762E8,552
FUN_MENU_text__004762f0,0x004762F0,0x00476B08,2072
FUN_MENU_text__00476b10,0x00476B10,0x00476CD0,448
FUN_MENU_text__00476cd0,0x00476CD0,0x00476FA0,720
FUN_MENU_text__00476fa0,0x00476FA0,0x00477400,1120
FUN_MENU_text__00477400,0x00477400,0x004776FC,764
FUN_MENU_text__004776fc,0x004776FC,0x004777AC,176
FUN_MENU_text__004777b0,0x004777B0,0x00477ED8,1832
FUN_MENU_text__00477ee0,0x00477EE0,0x0047920C,4908
FUN_MENU_text__00479210,0x00479210,0x004796B4,1188
FUN_MENU_text__004796c0,0x004796C0,0x00479980,704
FUN_MENU_text__00479980,0x00479980,0x00479AB0,304
FUN_MENU_text__00479ab0,0x00479AB0,0x00479B8C,220
FUN_MENU_text__00479b90,0x00479B90,0x00479DC8,568
FUN_MENU_text__00479dd0,0x00479DD0,0x00479F18,328
FUN_MENU_text__00479f20,0x00479F20,0x0047AE98,3960
FUN_MENU_text__0047aea0,0x0047AEA0,0x0047AFB4,276
FUN_MENU_text__0047afc0,0x0047AFC0,0x0047B0C8,264
FUN_MENU_text__0047b0d0,0x0047B0D0,0x0047B1D0,256
FUN_MENU_text__0047b1d0,0x0047B1D0,0x0047B224,84
FUN_MENU_text__0047c580,0x0047C580,0x0047C5F4,116
FUN_MENU_text__0047c600,0x0047C600,0x0047C65C,92
FUN_MENU_text__0047c660,0x0047C660,0x0047C6B4,84
FUN_MENU_text__0047c6c0,0x0047C6C0,0x0047C720,96
